trans_idx,has_right_lane,has_left_lane,driving_in_weaving,dist_to_onramp,dist_to_offramp,leader_gap,leader_relatif_s,follower_gap,follower_relatif_s,left_leader_gap,left_leader_relatif_s,left_follower_gap,left_follower_relatif_s,right_leader_gap,right_leader_relatif_s,right_follower_gap,right_follower_relatif_s,action,reward,done,next_has_right_lane,next_has_left_lane,next_driving_in_weaving,next_dist_to_onramp,next_dist_to_offramp,next_leader_gap,next_leader_relatif_s,next_follower_gap,next_follower_relatif_s,next_left_leader_gap,next_left_leader_relatif_s,next_left_follower_gap,next_left_follower_relatif_s,next_right_leader_gap,next_right_leader_relatif_s,next_right_follower_gap,next_right_follower_relatif_s
9991636,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.28,0.07,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,0.02,0.3,0.06
9991637,1.0,1.0,1.0,-2.0,-2.0,0.15,0.05,0.58,0.01,0.49,-0.01,0.36,0.0,0.59,0.02,-0.04,0.06,1,-0.33,False,1.0,1.0,1.0,-2.0,-2.0,0.79,-0.13,0.53,-0.15,0.18,-0.11,0.3,-0.18,-0.02,-0.13,0.63,-0.14
9991638,1.0,0.0,1.0,-2.0,-2.0,0.05,-0.09,0.28,-0.1,-2.0,-2.0,-2.0,-2.0,0.2,-0.1,0.66,-0.1,1,-0.41,False,1.0,0.0,1.0,-2.0,-2.0,0.14,-0.27,0.22,-0.19,-2.0,-2.0,-2.0,-2.0,0.29,-0.27,0.57,-0.27
9991640,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,0.02,0.3,0.06,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,-0.0,0.31,0.05
9991641,1.0,1.0,1.0,-2.0,-2.0,0.79,-0.13,0.53,-0.15,0.18,-0.11,0.3,-0.18,-0.02,-0.13,0.63,-0.14,1,-0.28,False,1.0,1.0,1.0,-2.0,-2.0,0.21,-0.07,0.51,-0.07,0.57,-0.1,0.26,-0.13,0.02,-0.11,0.6,-0.1
9991642,1.0,0.0,1.0,-2.0,-2.0,0.14,-0.27,0.22,-0.19,-2.0,-2.0,-2.0,-2.0,0.29,-0.27,0.57,-0.27,1,-0.34,False,1.0,0.0,1.0,-2.0,-2.0,0.2,-0.2,0.24,0.05,-2.0,-2.0,-2.0,-2.0,0.36,-0.2,0.26,-0.21
9991644,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,-0.0,0.31,0.05,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,0.01,0.33,0.04
9991645,1.0,1.0,1.0,-2.0,-2.0,0.21,-0.07,0.51,-0.07,0.57,-0.1,0.26,-0.13,0.02,-0.11,0.6,-0.1,2,-1.29,False,1.0,0.0,1.0,-2.0,-2.0,0.61,-0.11,0.2,-0.17,-2.0,-2.0,-2.0,-2.0,0.24,-0.11,0.48,-0.07
9991646,1.0,0.0,1.0,-2.0,-2.0,0.2,-0.2,0.24,0.05,-2.0,-2.0,-2.0,-2.0,0.36,-0.2,0.26,-0.21,1,-0.28,False,1.0,0.0,1.0,-2.0,-2.0,0.25,-0.13,0.27,0.09,-2.0,-2.0,-2.0,-2.0,0.41,-0.13,0.21,-0.17
9991648,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,0.01,0.33,0.04,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,-0.01,0.34,0.04
9991649,1.0,0.0,1.0,-2.0,-2.0,0.61,-0.11,0.2,-0.17,-2.0,-2.0,-2.0,-2.0,0.24,-0.11,0.48,-0.07,1,-0.25,False,1.0,0.0,1.0,-2.0,-2.0,0.63,-0.07,0.22,0.07,-2.0,-2.0,-2.0,-2.0,0.01,0.03,0.46,-0.06
9991650,1.0,0.0,1.0,-2.0,-2.0,0.25,-0.13,0.27,0.09,-2.0,-2.0,-2.0,-2.0,0.41,-0.13,0.21,-0.17,1,-0.23,False,1.0,0.0,1.0,-2.0,-2.0,0.27,-0.08,0.3,0.09,-2.0,-2.0,-2.0,-2.0,0.43,-0.07,0.21,0.01
9991652,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,-0.01,0.34,0.04,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,0.01,0.35,0.03
9991653,1.0,0.0,1.0,-2.0,-2.0,0.63,-0.07,0.22,0.07,-2.0,-2.0,-2.0,-2.0,0.01,0.03,0.46,-0.06,1,-0.22,False,1.0,0.0,1.0,-2.0,-2.0,0.65,-0.04,0.25,0.09,-2.0,-2.0,-2.0,-2.0,-0.01,0.04,0.5,0.11
9991654,1.0,0.0,1.0,-2.0,-2.0,0.27,-0.08,0.3,0.09,-2.0,-2.0,-2.0,-2.0,0.43,-0.07,0.21,0.01,1,-0.21,False,1.0,0.0,1.0,-2.0,-2.0,0.28,-0.03,0.33,0.08,-2.0,-2.0,-2.0,-2.0,0.43,0.01,0.21,-0.01
9991656,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,0.01,0.35,0.03,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,-0.01,0.36,0.03
9991657,1.0,0.0,1.0,-2.0,-2.0,0.65,-0.04,0.25,0.09,-2.0,-2.0,-2.0,-2.0,-0.01,0.04,0.5,0.11,2,-30.0,False,1.0,0.0,1.0,-2.0,-2.0,0.29,-0.02,0.28,0.08,-2.0,-2.0,-2.0,-2.0,-0.02,0.05,0.53,0.09
9991658,1.0,0.0,1.0,-2.0,-2.0,0.28,-0.03,0.33,0.08,-2.0,-2.0,-2.0,-2.0,0.43,0.01,0.21,-0.01,1,-0.21,False,1.0,0.0,1.0,-2.0,-2.0,0.27,0.03,0.34,0.04,-2.0,-2.0,-2.0,-2.0,0.4,0.09,0.21,0.0
9991661,1.0,0.0,1.0,-2.0,-2.0,0.29,-0.02,0.28,0.08,-2.0,-2.0,-2.0,-2.0,-0.02,0.05,0.53,0.09,0,-50.0,False,1.0,1.0,1.0,-2.0,-2.0,-0.02,0.01,0.53,0.03,0.67,-0.04,0.29,0.03,0.68,-0.04,0.64,0.14
9991662,1.0,0.0,1.0,-2.0,-2.0,0.27,0.03,0.34,0.04,-2.0,-2.0,-2.0,-2.0,0.4,0.09,0.21,0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.25,0.07,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.35,0.13,0.19,-0.05
9991665,1.0,1.0,1.0,-2.0,-2.0,-0.02,0.01,0.53,0.03,0.67,-0.04,0.29,0.03,0.68,-0.04,0.64,0.14,2,-1.49,False,1.0,0.0,1.0,-2.0,-2.0,0.77,-0.31,0.19,-0.29,-2.0,-2.0,-2.0,-2.0,0.06,-0.26,0.45,-0.24
9991666,1.0,0.0,1.0,-2.0,-2.0,0.25,0.07,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.35,0.13,0.19,-0.05,1,-0.3,False,1.0,0.0,1.0,-2.0,-2.0,0.22,0.08,0.31,-0.07,-2.0,-2.0,-2.0,-2.0,0.31,0.15,0.17,-0.06
9991668,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,-0.01,0.37,0.02,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.37,0.0
9991669,1.0,0.0,1.0,-2.0,-2.0,0.77,-0.31,0.19,-0.29,-2.0,-2.0,-2.0,-2.0,0.06,-0.26,0.45,-0.24,1,-0.42,False,1.0,0.0,1.0,-2.0,-2.0,0.13,-0.21,0.21,0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.39,-0.2
9991670,1.0,0.0,1.0,-2.0,-2.0,0.22,0.08,0.31,-0.07,-2.0,-2.0,-2.0,-2.0,0.31,0.15,0.17,-0.06,1,-0.37,False,1.0,0.0,1.0,-2.0,-2.0,0.2,0.07,0.27,-0.11,-2.0,-2.0,-2.0,-2.0,0.26,0.13,0.15,-0.07
9991672,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.37,0.0,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.37,-0.01
9991673,1.0,0.0,1.0,-2.0,-2.0,0.13,-0.21,0.21,0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.39,-0.2,1,-0.37,False,1.0,0.0,1.0,-2.0,-2.0,0.19,-0.16,0.24,0.08,-2.0,-2.0,-2.0,-2.0,0.54,-0.17,0.39,-0.01
9991674,1.0,0.0,1.0,-2.0,-2.0,0.2,0.07,0.27,-0.11,-2.0,-2.0,-2.0,-2.0,0.26,0.13,0.15,-0.07,1,-0.44,False,1.0,0.0,1.0,-2.0,-2.0,0.18,0.05,0.24,-0.11,-2.0,-2.0,-2.0,-2.0,0.25,0.03,0.51,-0.17
9991676,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.37,-0.01,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.37,0.01
9991677,1.0,0.0,1.0,-2.0,-2.0,0.19,-0.16,0.24,0.08,-2.0,-2.0,-2.0,-2.0,0.54,-0.17,0.39,-0.01,1,-0.33,False,1.0,0.0,1.0,-2.0,-2.0,0.24,-0.17,0.26,0.08,-2.0,-2.0,-2.0,-2.0,0.59,-0.16,0.43,0.12
9991678,1.0,0.0,1.0,-2.0,-2.0,0.18,0.05,0.24,-0.11,-2.0,-2.0,-2.0,-2.0,0.25,0.03,0.51,-0.17,1,-0.49,False,1.0,0.0,1.0,-2.0,-2.0,0.17,0.03,0.21,-0.08,-2.0,-2.0,-2.0,-2.0,0.23,0.07,0.45,-0.16
9991680,1.0,0.0,1.0,-2.0,-2.0,0.47,0.0,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.37,0.01,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.46,0.01,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.37,-0.01
9991681,1.0,0.0,1.0,-2.0,-2.0,0.24,-0.17,0.26,0.08,-2.0,-2.0,-2.0,-2.0,0.59,-0.16,0.43,0.12,1,-0.29,False,1.0,0.0,1.0,-2.0,-2.0,0.3,-0.16,0.29,0.08,-2.0,-2.0,-2.0,-2.0,0.63,-0.1,0.46,0.1
9991682,1.0,0.0,1.0,-2.0,-2.0,0.17,0.03,0.21,-0.08,-2.0,-2.0,-2.0,-2.0,0.23,0.07,0.45,-0.16,1,-0.52,False,1.0,0.0,1.0,-2.0,-2.0,0.17,0.01,0.19,-0.06,-2.0,-2.0,-2.0,-2.0,0.23,-0.02,0.04,-0.11
9991684,1.0,0.0,1.0,-2.0,-2.0,0.46,0.01,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.37,-0.01,1,-0.17,False,1.0,0.0,1.0,-2.0,-2.0,0.45,0.04,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,0.01,0.37,0.0
9991685,1.0,0.0,1.0,-2.0,-2.0,0.3,-0.16,0.29,0.08,-2.0,-2.0,-2.0,-2.0,0.63,-0.1,0.46,0.1,1,-0.25,False,1.0,0.0,1.0,-2.0,-2.0,0.34,-0.14,0.32,0.08,-2.0,-2.0,-2.0,-2.0,0.65,-0.07,0.48,0.07
9991686,1.0,0.0,1.0,-2.0,-2.0,0.17,0.01,0.19,-0.06,-2.0,-2.0,-2.0,-2.0,0.23,-0.02,0.04,-0.11,1,-0.54,False,1.0,0.0,1.0,-2.0,-2.0,0.17,-0.01,0.18,-0.03,-2.0,-2.0,-2.0,-2.0,0.25,-0.06,0.39,-0.07
9991688,1.0,0.0,1.0,-2.0,-2.0,0.45,0.04,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.05,0.01,0.37,0.0,1,-0.18,False,1.0,0.0,1.0,-2.0,-2.0,0.41,0.11,0.37,-0.01,-2.0,-2.0,-2.0,-2.0,0.04,0.02,0.37,-0.02
9991689,1.0,0.0,1.0,-2.0,-2.0,0.34,-0.14,0.32,0.08,-2.0,-2.0,-2.0,-2.0,0.65,-0.07,0.48,0.07,1,-0.22,False,1.0,0.0,1.0,-2.0,-2.0,0.38,-0.12,0.34,0.07,-2.0,-2.0,-2.0,-2.0,0.66,-0.04,0.52,0.11
9991692,1.0,0.0,1.0,-2.0,-2.0,0.41,0.11,0.37,-0.01,-2.0,-2.0,-2.0,-2.0,0.04,0.02,0.37,-0.02,1,-0.22,False,1.0,0.0,1.0,-2.0,-2.0,0.36,0.16,0.35,-0.05,-2.0,-2.0,-2.0,-2.0,0.03,0.04,0.38,0.03
9991693,1.0,0.0,1.0,-2.0,-2.0,0.38,-0.12,0.34,0.07,-2.0,-2.0,-2.0,-2.0,0.66,-0.04,0.52,0.11,1,-0.2,False,1.0,0.0,1.0,-2.0,-2.0,0.41,-0.1,0.36,0.06,-2.0,-2.0,-2.0,-2.0,0.66,-0.0,0.55,0.08
9991694,1.0,0.0,1.0,-2.0,-2.0,0.18,-0.02,0.18,-0.01,-2.0,-2.0,-2.0,-2.0,0.26,-0.01,0.38,-0.03,1,-0.53,False,1.0,0.0,1.0,-2.0,0.98,0.19,-0.03,0.18,0.01,-2.0,-2.0,-2.0,-2.0,-0.02,-0.07,0.35,-0.09
9991696,1.0,0.0,1.0,-2.0,-2.0,0.36,0.16,0.35,-0.05,-2.0,-2.0,-2.0,-2.0,0.03,0.04,0.38,0.03,1,-0.29,False,1.0,0.0,1.0,-2.0,-2.0,0.29,0.2,0.32,-0.09,-2.0,-2.0,-2.0,-2.0,0.02,0.05,0.36,-0.06
9991697,1.0,0.0,1.0,-2.0,-2.0,0.41,-0.1,0.36,0.06,-2.0,-2.0,-2.0,-2.0,0.66,-0.0,0.55,0.08,1,-0.18,False,1.0,0.0,1.0,-2.0,-2.0,0.44,-0.08,0.38,0.05,-2.0,-2.0,-2.0,-2.0,0.66,0.02,0.56,0.05
9991698,1.0,0.0,1.0,-2.0,0.98,0.19,-0.03,0.18,0.01,-2.0,-2.0,-2.0,-2.0,-0.02,-0.07,0.35,-0.09,1,-0.51,False,1.0,0.0,1.0,-2.0,0.82,0.2,-0.04,0.19,0.02,-2.0,-2.0,-2.0,-2.0,0.3,-0.08,0.36,0.03
9991700,1.0,0.0,1.0,-2.0,-2.0,0.29,0.2,0.32,-0.09,-2.0,-2.0,-2.0,-2.0,0.02,0.05,0.36,-0.06,1,-0.4,False,1.0,0.0,1.0,-2.0,0.85,0.22,0.23,0.27,-0.15,-2.0,-2.0,-2.0,-2.0,-0.0,0.05,0.31,-0.15
9991701,1.0,0.0,1.0,-2.0,-2.0,0.44,-0.08,0.38,0.05,-2.0,-2.0,-2.0,-2.0,0.66,0.02,0.56,0.05,1,-0.17,False,1.0,0.0,1.0,-2.0,-2.0,0.46,-0.06,0.39,0.03,-2.0,-2.0,-2.0,-2.0,0.65,0.03,0.57,0.03
9991704,1.0,0.0,1.0,-2.0,0.85,0.22,0.23,0.27,-0.15,-2.0,-2.0,-2.0,-2.0,-0.0,0.05,0.31,-0.15,1,-0.55,False,1.0,0.0,1.0,-2.0,0.7,0.15,0.21,0.2,-0.19,-2.0,-2.0,-2.0,-2.0,-0.01,0.04,0.24,-0.21
9991705,1.0,0.0,1.0,-2.0,-2.0,0.46,-0.06,0.39,0.03,-2.0,-2.0,-2.0,-2.0,0.65,0.03,0.57,0.03,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.48,-0.05,0.4,0.02,-2.0,-2.0,-2.0,-2.0,0.64,0.04,0.59,0.04
9991708,1.0,0.0,1.0,-2.0,0.7,0.15,0.21,0.2,-0.19,-2.0,-2.0,-2.0,-2.0,-0.01,0.04,0.24,-0.21,1,-0.7,False,1.0,0.0,1.0,-2.0,0.59,0.08,0.22,0.14,-0.19,-2.0,-2.0,-2.0,-2.0,0.05,-0.19,0.16,-0.22
9991709,1.0,0.0,1.0,-2.0,-2.0,0.48,-0.05,0.4,0.02,-2.0,-2.0,-2.0,-2.0,0.64,0.04,0.59,0.04,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.49,-0.04,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.62,0.04,0.59,0.01
9991712,1.0,0.0,1.0,-2.0,0.59,0.08,0.22,0.14,-0.19,-2.0,-2.0,-2.0,-2.0,0.05,-0.19,0.16,-0.22,0,-1.88,False,1.0,1.0,1.0,-2.0,0.55,0.2,-0.44,0.06,-0.29,0.07,0.02,0.07,-0.21,0.37,-0.44,-0.03,-0.39
9991713,1.0,0.0,1.0,-2.0,-2.0,0.49,-0.04,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.62,0.04,0.59,0.01,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.5,-0.03,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.61,0.04,0.59,-0.01
9991716,1.0,1.0,1.0,-2.0,0.55,0.2,-0.44,0.06,-0.29,0.07,0.02,0.07,-0.21,0.37,-0.44,-0.03,-0.39,1,-0.8,False,1.0,1.0,1.0,-2.0,0.49,0.27,-0.23,0.08,0.05,0.03,0.13,0.05,-0.07,-0.01,-0.18,0.13,-0.3
9991717,1.0,0.0,1.0,-2.0,-2.0,0.5,-0.03,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.61,0.04,0.59,-0.01,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.51,-0.02,0.4,0.0,-2.0,-2.0,-2.0,-2.0,0.6,0.04,0.59,0.01
9991720,1.0,1.0,1.0,-2.0,0.49,0.27,-0.23,0.08,0.05,0.03,0.13,0.05,-0.07,-0.01,-0.18,0.13,-0.3,0,-1.86,False,1.0,1.0,1.0,-2.0,0.44,0.09,-0.3,0.04,-0.25,0.15,0.14,0.07,-0.02,-2.0,-2.0,-2.0,-2.0
9991721,1.0,0.0,1.0,-2.0,-2.0,0.51,-0.02,0.4,0.0,-2.0,-2.0,-2.0,-2.0,0.6,0.04,0.59,0.01,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.52,-0.02,0.4,-0.0,-2.0,-2.0,-2.0,-2.0,0.59,0.03,0.59,-0.01
9991724,1.0,1.0,1.0,-2.0,0.44,0.09,-0.3,0.04,-0.25,0.15,0.14,0.07,-0.02,-2.0,-2.0,-2.0,-2.0,1,-0.78,False,1.0,1.0,1.0,-2.0,0.37,0.18,-0.29,0.07,0.09,0.1,0.14,0.07,-0.0,-2.0,-2.0,-2.0,-2.0
9991725,1.0,0.0,1.0,-2.0,-2.0,0.52,-0.02,0.4,-0.0,-2.0,-2.0,-2.0,-2.0,0.59,0.03,0.59,-0.01,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.52,-0.01,0.4,-0.0,-2.0,-2.0,-2.0,-2.0,0.57,0.03,0.58,-0.0
9991728,1.0,1.0,1.0,-2.0,0.37,0.18,-0.29,0.07,0.09,0.1,0.14,0.07,-0.0,-2.0,-2.0,-2.0,-2.0,1,-0.92,False,1.0,1.0,1.0,-2.0,0.34,0.12,-0.07,0.05,-0.08,-2.0,-2.0,0.02,-0.17,-2.0,-2.0,-2.0,-2.0
9991729,1.0,0.0,1.0,-2.0,-2.0,0.52,-0.01,0.4,-0.0,-2.0,-2.0,-2.0,-2.0,0.57,0.03,0.58,-0.0,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.52,-0.01,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.56,0.03,0.58,-0.02
9991732,1.0,1.0,1.0,-2.0,0.34,0.12,-0.07,0.05,-0.08,-2.0,-2.0,0.02,-0.17,-2.0,-2.0,-2.0,-2.0,1,-0.86,False,1.0,1.0,1.0,-2.0,0.29,0.5,-0.47,0.07,0.07,-2.0,-2.0,-0.04,-0.18,0.13,-0.02,-2.0,-2.0
9991733,1.0,0.0,1.0,-2.0,-2.0,0.52,-0.01,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.56,0.03,0.58,-0.02,1,-0.16,False,1.0,0.0,1.0,-2.0,0.8,0.52,-0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.56,0.03,0.57,-0.01
9991737,1.0,0.0,1.0,-2.0,0.8,0.52,-0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.56,0.03,0.57,-0.01,1,-0.16,False,1.0,0.0,1.0,-2.0,0.52,0.52,-0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.55,0.03,0.57,-0.01
9991740,1.0,1.0,1.0,-2.0,0.22,0.65,-0.43,0.11,0.11,0.0,-0.18,0.13,-0.06,0.14,-0.02,-2.0,-2.0,1,-0.7,False,1.0,1.0,1.0,-2.0,0.12,0.78,-0.38,0.15,0.13,0.06,-0.18,0.11,-0.05,-2.0,-2.0,-2.0,-2.0
9991741,1.0,0.0,1.0,-2.0,0.52,0.52,-0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.55,0.03,0.57,-0.01,1,-0.17,False,1.0,0.0,1.0,-2.0,0.25,0.52,-0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.54,0.02,0.57,-0.01
9991744,1.0,1.0,1.0,-2.0,0.12,0.78,-0.38,0.15,0.13,0.06,-0.18,0.11,-0.05,-2.0,-2.0,-2.0,-2.0,2,-1.62,False,1.0,1.0,0.0,-2.0,-0.01,0.12,-0.17,0.34,0.06,0.2,-0.1,0.02,0.04,0.89,-0.33,0.1,-0.04
9991745,1.0,0.0,1.0,-2.0,0.25,0.52,-0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.54,0.02,0.57,-0.01,1,-0.17,False,1.0,0.0,0.0,-2.0,-0.03,0.52,0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.53,0.02,0.57,-0.01
9991748,1.0,1.0,0.0,-2.0,-0.01,0.12,-0.17,0.34,0.06,0.2,-0.1,0.02,0.04,0.89,-0.33,0.1,-0.04,1,-0.57,False,1.0,1.0,0.0,-2.0,-0.15,0.14,-0.05,0.35,0.05,0.24,-0.12,0.03,0.03,0.98,-0.28,0.08,-0.06
9991749,1.0,0.0,0.0,-2.0,-0.03,0.52,0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.53,0.02,0.57,-0.01,2,-30.0,False,1.0,0.0,0.0,-2.0,-0.31,0.52,0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.53,0.02,0.56,-0.01
9991752,1.0,1.0,0.0,-2.0,-0.15,0.14,-0.05,0.35,0.05,0.24,-0.12,0.03,0.03,0.98,-0.28,0.08,-0.06,1,-0.57,False,1.0,1.0,0.0,-2.0,-0.29,0.18,-0.12,0.35,-0.02,0.31,-0.19,0.02,-0.04,-2.0,-2.0,0.04,-0.13
9991753,1.0,0.0,0.0,-2.0,-0.31,0.52,0.0,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.53,0.02,0.56,-0.01,2,-30.0,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.0,0.38,-0.01,-2.0,-2.0,-2.0,-2.0,0.52,0.02,0.56,-0.01
9991756,1.0,1.0,0.0,-2.0,-0.29,0.18,-0.12,0.35,-0.02,0.31,-0.19,0.02,-0.04,-2.0,-2.0,0.04,-0.13,1,-0.52,False,1.0,1.0,0.0,-2.0,-0.45,0.22,-0.14,0.34,-0.01,0.38,-0.21,-0.0,-0.06,-2.0,-2.0,0.06,0.05
9991757,1.0,0.0,0.0,-2.0,-2.0,0.52,0.0,0.38,-0.01,-2.0,-2.0,-2.0,-2.0,0.52,0.02,0.56,-0.01,1,-0.17,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.0,0.38,-0.01,-2.0,-2.0,-2.0,-2.0,0.52,0.01,0.56,-0.01
9991760,1.0,1.0,0.0,-2.0,-0.45,0.22,-0.14,0.34,-0.01,0.38,-0.21,-0.0,-0.06,-2.0,-2.0,0.06,0.05,1,-0.46,False,1.0,1.0,0.0,-2.0,-2.0,0.27,-0.15,0.35,0.0,0.45,-0.21,-0.03,-0.07,-2.0,-2.0,0.07,0.03
9991761,1.0,0.0,0.0,-2.0,-2.0,0.52,0.0,0.38,-0.01,-2.0,-2.0,-2.0,-2.0,0.52,0.01,0.56,-0.01,1,-0.17,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.0,0.38,-0.01,-2.0,-2.0,-2.0,-2.0,0.51,0.01,0.56,-0.01
9991764,1.0,1.0,0.0,-2.0,-2.0,0.27,-0.15,0.35,0.0,0.45,-0.21,-0.03,-0.07,-2.0,-2.0,0.07,0.03,1,-0.4,False,1.0,1.0,0.0,-2.0,-2.0,0.32,-0.15,0.35,0.02,-0.04,-0.08,0.37,0.05,-2.0,-2.0,0.09,0.06
9991765,1.0,0.0,0.0,-2.0,-2.0,0.52,0.0,0.38,-0.01,-2.0,-2.0,-2.0,-2.0,0.51,0.01,0.56,-0.01,1,-0.17,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.51,0.01,0.55,-0.01
9991768,1.0,1.0,0.0,-2.0,-2.0,0.32,-0.15,0.35,0.02,-0.04,-0.08,0.37,0.05,-2.0,-2.0,0.09,0.06,1,-0.35,False,1.0,1.0,0.0,-2.0,-2.0,0.37,-0.15,0.37,0.04,-0.02,-0.08,0.38,0.04,-2.0,-2.0,0.1,0.06
9991769,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.51,0.01,0.55,-0.01,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.51,0.0,0.55,-0.01
9991772,1.0,1.0,0.0,-2.0,-2.0,0.37,-0.15,0.37,0.04,-0.02,-0.08,0.38,0.04,-2.0,-2.0,0.1,0.06,0,-1.3,False,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,0.12,0.05,0.42,-0.14,0.38,0.05,-2.0,-2.0,-2.0,-2.0
9991773,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.51,0.0,0.55,-0.01,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.51,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.48,0.09,0.55,-0.01
